Pot,Manip,Area,Scenario,Sowing,Harvesting
686,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
687,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
688,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
689,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
690,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
691,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
692,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
693,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
694,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
695,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
696,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
697,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
698,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
699,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
700,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
701,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
702,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
703,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
704,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
705,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
706,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
707,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
708,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
709,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
710,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
711,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
712,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
713,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
714,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
715,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
716,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
717,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
718,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
719,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
720,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
721,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
722,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
723,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
724,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
725,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
726,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
727,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
728,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
729,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
730,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
731,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
732,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
733,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
734,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
735,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
736,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
737,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
738,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
739,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
740,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
741,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
742,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
743,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
744,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
745,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
746,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
747,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
748,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
749,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
750,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
751,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
752,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
753,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
754,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
755,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
756,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
757,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
758,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
759,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
760,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
761,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
762,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
763,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
764,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
765,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
766,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
767,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
768,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
769,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
770,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
771,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
772,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
773,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
774,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
775,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
776,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
777,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
778,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
779,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
780,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
781,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
782,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
783,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
784,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
785,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
786,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
787,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
788,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
789,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
790,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
791,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
792,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
793,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
794,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
795,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
796,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
797,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
798,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
799,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
800,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
801,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
802,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
803,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
804,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
805,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
806,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
807,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
808,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
809,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
810,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
811,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
812,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
813,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
814,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
815,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
816,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
817,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
818,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
819,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
820,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
821,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
822,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
823,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
824,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
825,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
826,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
827,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
828,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
829,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
830,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
831,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
832,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
833,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
834,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
835,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
836,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
837,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
838,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
839,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
840,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
841,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
842,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
843,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
844,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
845,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
846,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
847,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
848,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
849,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
850,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
851,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
852,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
853,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
854,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
855,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
856,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
857,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
858,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
859,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
860,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
861,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
862,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
863,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
864,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
865,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
866,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
867,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
868,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
869,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
870,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
871,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
872,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
873,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
874,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
875,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
876,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
877,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
878,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
879,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
880,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
881,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
882,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
883,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
884,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
885,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
886,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
887,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
888,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
889,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
890,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
891,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
892,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
893,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
894,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
895,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
896,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
897,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
898,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
899,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
900,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
901,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
902,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
903,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
904,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
905,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
906,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
907,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
908,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
909,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
910,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
911,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
912,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
913,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
914,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
915,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
916,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
917,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
918,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
919,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
920,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
921,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
922,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
923,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
924,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
925,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
926,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
927,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
928,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
929,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
930,ZA16,02_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
931,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
932,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
933,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
934,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
935,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
936,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
937,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
938,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
939,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
940,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
941,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
942,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
943,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
944,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
945,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
946,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
947,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
948,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
949,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
950,ZA16,05_p,WD,2016-05-10T12:00:00+01:00,2016-06-20T12:00:00+01:00
951,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
952,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
953,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
954,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
955,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
956,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
957,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
958,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
959,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
960,ZA16,05_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
961,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
962,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
963,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
964,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
965,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
966,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
967,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
968,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
969,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
970,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
971,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
972,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
973,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
974,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
975,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
976,ZA16,02_p,WW,2016-05-10T12:00:00+01:00,2016-06-15T12:00:00+01:00
